# Filename: HRL_072_2_die4_large_1262.dat
# Timestamp: Thu Jul 09 22:50:34 2015

# Column 1:
#	end: 0.6
#	name: field (T)
#	size: 2
#	start: -0.1
#	type: coordinate
# Column 2:
#	end: 0
#	name: none (y_parameter)
#	size: 1
#	start: 0
#	type: coordinate
# Column 3:
#	end: 0
#	name: none (z_parameter)
#	size: 1
#	start: 0
#	type: coordinate
# Column 4:
#	name: processed data 1, Rxx
#	type: value
# Column 5:
#	name: processed data 2, Rd
#	type: value
# Column 6:
#	name: processed data 3, Gxx
#	type: value
# Column 7:
#	name: Keithley 1
#	type: value
# Column 8:
#	name: Keithley 2
#	type: value
# Column 9:
#	name: Lockin 1 X
#	type: value
# Column 10:
#	name: Lockin 1 Y
#	type: value
# Column 11:
#	name: Lockin 2 X
#	type: value
# Column 12:
#	name: Lockin 2 Y
#	type: value
# Column 13:
#	name: Lockin 3 X
#	type: value
# Column 14:
#	name: Lockin 3 Y
#	type: value
# Column 15:
#	name: Lockin 4 X
#	type: value
# Column 16:
#	name: Lockin 4 Y
#	type: value
# Column 17:
#	name: Mixing Chamber
#	type: value

-1.000000000000e-01	0	0	2.540370000000e+01	3.380790000000e+01	5.382950000000e+03	2.388370000000e+01	-1.917353980000e-04	0	2.540370000000e-04	6.496940000000e-06	3.380790000000e-04	-1.895440000000e-05	1.076590000000e-01	4.272480000000e-04	2.388370000000e-04	2.026570000000e-06
-9.990000000000e-02	0	0	2.540370000000e+01	3.380790000000e+01	5.376850000000e+03	2.387770000000e+01	-1.877199000000e-04	0	2.540370000000e-04	6.437330000000e-06	3.380790000000e-04	-1.907360000000e-05	1.075370000000e-01	3.128070000000e-04	2.387770000000e-04	2.264990000000e-06
-9.990000000000e-02	0	0	2.540960000000e+01	3.381990000000e+01	5.379150000000e+03	2.387770000000e+01	-1.928826830000e-04	0	2.540960000000e-04	6.377730000000e-06	3.381990000000e-04	-1.919280000000e-05	1.075830000000e-01	3.280660000000e-04	2.387770000000e-04	2.384200000000e-06
-9.960000000000e-02	0	0	2.541560000000e+01	3.381990000000e+01	5.381400000000e+03	2.387180000000e+01	-1.951772530000e-04	0	2.541560000000e-04	6.496940000000e-06	3.381990000000e-04	-1.919280000000e-05	1.076280000000e-01	3.738420000000e-04	2.387180000000e-04	2.384200000000e-06
-9.950000000000e-02	0	0	2.542160000000e+01	3.381990000000e+01	5.373000000000e+03	2.387770000000e+01	-1.905881130000e-04	0	2.542160000000e-04	6.556540000000e-06	3.381990000000e-04	-1.919280000000e-05	1.074600000000e-01	4.501360000000e-04	2.387770000000e-04	2.384200000000e-06
-9.950000000000e-02	0	0	2.542160000000e+01	3.381990000000e+01	5.377600000000e+03	2.388370000000e+01	-1.940299680000e-04	0	2.542160000000e-04	6.616140000000e-06	3.381990000000e-04	-1.907360000000e-05	1.075520000000e-01	3.128070000000e-04	2.388370000000e-04	2.384200000000e-06
-9.930000000000e-02	0	0	2.542750000000e+01	3.383180000000e+01	5.381800000000e+03	2.388960000000e+01	-1.859989720000e-04	0	2.542750000000e-04	6.616140000000e-06	3.383180000000e-04	-1.907360000000e-05	1.076360000000e-01	4.272480000000e-04	2.388960000000e-04	2.443800000000e-06
-9.940000000000e-02	0	0	2.542160000000e+01	3.383180000000e+01	5.367300000000e+03	2.390750000000e+01	-1.928826830000e-04	0	2.542160000000e-04	6.616140000000e-06	3.383180000000e-04	-1.895440000000e-05	1.073460000000e-01	2.822890000000e-04	2.390750000000e-04	2.443800000000e-06
-9.910000000000e-02	0	0	2.542160000000e+01	3.380790000000e+01	5.381050000000e+03	2.391350000000e+01	-1.871462570000e-04	0	2.542160000000e-04	6.556540000000e-06	3.380790000000e-04	-1.895440000000e-05	1.076210000000e-01	5.264320000000e-04	2.391350000000e-04	2.443800000000e-06
-9.910000000000e-02	0	0	2.543350000000e+01	3.378410000000e+01	5.373800000000e+03	2.390750000000e+01	-1.911617550000e-04	0	2.543350000000e-04	6.496940000000e-06	3.378410000000e-04	-1.895440000000e-05	1.074760000000e-01	3.891010000000e-04	2.390750000000e-04	2.324600000000e-06
-9.880000000000e-02	0	0	2.543940000000e+01	3.376030000000e+01	5.371500000000e+03	2.390160000000e+01	-1.905881130000e-04	0	2.543940000000e-04	6.377730000000e-06	3.376030000000e-04	-1.895440000000e-05	1.074300000000e-01	4.425070000000e-04	2.390160000000e-04	2.145780000000e-06
-9.880000000000e-02	0	0	2.543940000000e+01	3.374830000000e+01	5.386750000000e+03	2.390160000000e+01	-1.796889040000e-04	0	2.543940000000e-04	6.377730000000e-06	3.374830000000e-04	-1.895440000000e-05	1.077350000000e-01	6.179850000000e-04	2.390160000000e-04	2.145780000000e-06
-9.880000000000e-02	0	0	2.542750000000e+01	3.373640000000e+01	5.375300000000e+03	2.389560000000e+01	-1.808361890000e-04	0	2.542750000000e-04	6.437330000000e-06	3.373640000000e-04	-1.907360000000e-05	1.075060000000e-01	4.959140000000e-04	2.389560000000e-04	2.145780000000e-06
-9.860000000000e-02	0	0	2.542160000000e+01	3.372450000000e+01	5.368050000000e+03	2.388960000000e+01	-1.819834740000e-04	0	2.542160000000e-04	6.377730000000e-06	3.372450000000e-04	-1.919280000000e-05	1.073610000000e-01	2.136240000000e-04	2.388960000000e-04	2.145780000000e-06
-9.860000000000e-02	0	0	2.542160000000e+01	3.370070000000e+01	5.386750000000e+03	2.387770000000e+01	-1.968981810000e-04	0	2.542160000000e-04	6.377730000000e-06	3.370070000000e-04	-1.919280000000e-05	1.077350000000e-01	5.645790000000e-04	2.387770000000e-04	2.264990000000e-06
-9.830000000000e-02	0	0	2.542750000000e+01	3.370070000000e+01	5.371900000000e+03	2.387180000000e+01	-1.946036110000e-04	0	2.542750000000e-04	6.496940000000e-06	3.370070000000e-04	-1.907360000000e-05	1.074380000000e-01	3.051780000000e-04	2.387180000000e-04	2.264990000000e-06
-9.820000000000e-02	0	0	2.543350000000e+01	3.367680000000e+01	5.385600000000e+03	2.388370000000e+01	-1.905881130000e-04	0	2.543350000000e-04	6.794960000000e-06	3.367680000000e-04	-1.895440000000e-05	1.077120000000e-01	6.179850000000e-04	2.388370000000e-04	2.324600000000e-06
-9.820000000000e-02	0	0	2.543350000000e+01	3.365300000000e+01	5.381050000000e+03	2.390160000000e+01	-1.888671850000e-04	0	2.543350000000e-04	6.794960000000e-06	3.365300000000e-04	-1.895440000000e-05	1.076210000000e-01	3.280660000000e-04	2.390160000000e-04	2.324600000000e-06
-9.820000000000e-02	0	0	2.543350000000e+01	3.364100000000e+01	5.369600000000e+03	2.391350000000e+01	-1.923090410000e-04	0	2.543350000000e-04	6.556540000000e-06	3.364100000000e-04	-1.895440000000e-05	1.073920000000e-01	2.288830000000e-04	2.391350000000e-04	2.384200000000e-06
-9.790000000000e-02	0	0	2.540960000000e+01	3.362910000000e+01	5.376450000000e+03	2.390750000000e+01	-1.854253300000e-04	0	2.540960000000e-04	6.258520000000e-06	3.362910000000e-04	-1.895440000000e-05	1.075290000000e-01	4.196190000000e-04	2.390750000000e-04	2.384200000000e-06
-9.790000000000e-02	0	0	2.539770000000e+01	3.359340000000e+01	5.378750000000e+03	2.391940000000e+01	-1.854253300000e-04	0	2.539770000000e-04	6.258520000000e-06	3.359340000000e-04	-1.895440000000e-05	1.075750000000e-01	4.730240000000e-04	2.391940000000e-04	2.324600000000e-06
-9.760000000000e-02	0	0	2.542750000000e+01	3.356950000000e+01	5.376450000000e+03	2.391940000000e+01	-1.837044020000e-04	0	2.542750000000e-04	6.377730000000e-06	3.356950000000e-04	-1.907360000000e-05	1.075290000000e-01	4.196190000000e-04	2.391940000000e-04	2.264990000000e-06
-9.760000000000e-02	0	0	2.544540000000e+01	3.352180000000e+01	5.369200000000e+03	2.390160000000e+01	-1.963245390000e-04	0	2.544540000000e-04	6.318120000000e-06	3.352180000000e-04	-1.919280000000e-05	1.073840000000e-01	2.288830000000e-04	2.390160000000e-04	2.324600000000e-06
